============================= test session starts ==============================
platform linux -- Python 3.11.13, pytest-8.4.1, pluggy-1.6.0 -- /home/tonyh/miniconda3/envs/mini_conda_02/bin/python
cachedir: .pytest_cache
tests/arb/portal/test_constants.py::TestConstantValidation::test_geographic_boundaries_logical PASSED
tests/arb/portal/test_constants.py::TestConstantValidation::test_timezone_differences PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestOilGasCrossFieldLogic::test_venting_exclusion_conditional_fields PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestOilGasCrossFieldLogic::test_ogi_performed_conditional_fields PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestOilGasCrossFieldLogic::test_method21_performed_conditional_fields PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestOilGasCrossFieldLogic::test_equipment_other_description_conditional PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestOilGasCrossFieldLogic::test_component_other_description_conditional PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestOilGasCrossFieldLogic::test_ogi_result_requires_method21 PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestOilGasCrossFieldLogic::test_timestamp_validation_logic PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestLandfillCrossFieldLogic::test_emission_identified_conditional_fields PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestLandfillCrossFieldLogic::test_lmr_included_conditional_description PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestLandfillCrossFieldLogic::test_lmr_planned_conditional_description PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestLandfillCrossFieldLogic::test_contingent_dropdown_population PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestLandfillCrossFieldLogic::test_cross_field_validation_no_leak_detected PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestLandfillCrossFieldLogic::test_cross_field_validation_operator_aware PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestLandfillCrossFieldLogic::test_timestamp_validation_logic PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestLandfillCrossFieldLogic::test_emission_cause_repeat_validation PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestUploadFormCrossFieldLogic::test_file_type_validation PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestUploadFormCrossFieldLogic::test_file_required_validation PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestCrossFieldLogicIntegration::test_regulatory_compliance_across_sectors PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestCrossFieldLogicIntegration::test_conditional_field_consistency PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestCrossFieldLogicIntegration::test_timestamp_validation_consistency PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestCrossFieldLogicEdgeCases::test_empty_string_handling PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestCrossFieldLogicEdgeCases::test_none_value_handling PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestCrossFieldLogicEdgeCases::test_invalid_choice_handling PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestCrossFieldLogicEdgeCases::test_multiple_conditional_changes PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::TestCrossFieldLogicEdgeCases::test_conditional_logic_performance PASSED
tests/arb/portal/test_cross_field_conditional_logic.py::test_all_cross_field_logic_scenarios PASSED
tests/arb/portal/test_db_hardcoded.py::test_get_og_dummy_form_data_keys PASSED
tests/arb/portal/test_db_hardcoded.py::test_get_landfill_dummy_form_data_keys PASSED
tests/arb/portal/test_db_hardcoded.py::test_get_og_dummy_form_data_completeness PASSED
tests/arb/portal/test_db_hardcoded.py::test_get_landfill_dummy_form_data_completeness PASSED
tests/arb/portal/test_db_hardcoded.py::test_dummy_data_datetime_consistency PASSED
tests/arb/portal/test_db_hardcoded.py::test_dummy_data_sector_consistency PASSED
tests/arb/portal/test_db_hardcoded.py::test_module_level_dropdowns_are_dicts PASSED
tests/arb/portal/test_db_hardcoded.py::test_get_excel_dropdown_data_returns_tuple_and_dicts PASSED
tests/arb/portal/test_db_hardcoded.py::test_get_excel_dropdown_data_please_select_present PASSED
tests/arb/portal/test_db_hardcoded.py::test_get_excel_dropdown_data_tuple_structure PASSED
tests/arb/portal/test_db_hardcoded.py::test_get_excel_dropdown_data_deepcopy_immutability PASSED
tests/arb/portal/test_db_hardcoded.py::test_empty_dropdown_edge_case PASSED
tests/arb/portal/test_db_hardcoded.py::test_contingent_dropdown_structure PASSED
tests/arb/portal/test_db_hardcoded.py::test_all_expected_dropdown_keys_present PASSED
tests/arb/portal/test_db_hardcoded.py::test_dropdown_values_not_empty PASSED
tests/arb/portal/test_db_hardcoded.py::test_contingent_dropdown_completeness PASSED
tests/arb/portal/test_db_hardcoded.py::test_dropdown_data_consistency PASSED
tests/arb/portal/test_db_hardcoded.py::test_sector_constants_are_lists PASSED
tests/arb/portal/test_db_hardcoded.py::test_logger_is_configured PASSED
tests/arb/portal/test_db_hardcoded.py::test_sector_constants_content PASSED
tests/arb/portal/test_db_hardcoded.py::test_selector_list_to_tuples_matches_canonical SKIPPED
tests/arb/portal/test_extensions.py::TestExtensions::test_csrf_extension_attributes PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_csrf_extension_creation PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_csrf_extension_methods PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_extensions_file_path_logging PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_extensions_geoalchemy2_import PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_extensions_importable PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_extensions_logger_configured PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_extensions_no_circular_imports PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_extensions_not_initialized PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_extensions_singleton_behavior PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_extensions_type_consistency PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_sqlalchemy_extension_attributes PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_sqlalchemy_extension_creation PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_sqlalchemy_extension_methods PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_sqlalchemy_metadata_access PASSED
tests/arb/portal/test_extensions.py::TestExtensions::test_sqlalchemy_session_access PASSED
tests/arb/portal/test_file_upload_suite.py::test_dairy_digester_upload [DIAG] test_files_path=feedback_forms/testing_versions/standard
[DIAG] os.getcwd()=/home/tonyh/git_repos/feedback_portal
[DIAG] test_files_path absolute=/home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard
[DIAG] test_files_path exists=True
[DIAG] Files in feedback_forms/testing_versions/standard:
  - feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_02_bad_data.xlsx
  - feedback_forms/testing_versions/standard/landfill_operator_feedback_v071_test_02_bad_data.xlsx
  - feedback_forms/testing_versions/standard/landfill_operator_feedback_v071_test_01_good_data.xlsx
  - feedback_forms/testing_versions/standard/generic_operator_feedback_v002_test_01_good_data.xlsx
  - feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_01_good_data.xlsx
  - feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_02_bad_data.xlsx
  - feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data.xlsx
  - feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_02_bad_data.xlsx
  - feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_02_bad_data.xlsx
  - feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_01_good_data.xlsx
  - feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_03_blank.xlsx
  - feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_01_good_data.xlsx
  - feedback_forms/testing_versions/standard/generic_operator_feedback_v002_test_02_bad_data.xlsx
  - feedback_forms/testing_versions/standard/expected_results
  - feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data_update.xlsx
[DIAG] Looking for file: feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_01_good_data.xlsx) exists=True
PASSEDWarning: Failed to clean table incidences: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table plumes: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table sources: type object 'sources' has no attribute 'id_incidence'
Warning: Failed to clean table scenes: type object 'scenes' has no attribute 'id_incidence'

tests/arb/portal/test_file_upload_suite.py::test_landfill_upload [DIAG] Looking for file: feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_01_good_data.xlsx) exists=True
PASSEDWarning: Failed to clean table incidences: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table plumes: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table sources: type object 'sources' has no attribute 'id_incidence'
Warning: Failed to clean table scenes: type object 'scenes' has no attribute 'id_incidence'

tests/arb/portal/test_file_upload_suite.py::test_oil_and_gas_upload [DIAG] Looking for file: feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_01_good_data.xlsx) exists=True
PASSEDWarning: Failed to clean table incidences: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table plumes: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table sources: type object 'sources' has no attribute 'id_incidence'
Warning: Failed to clean table scenes: type object 'scenes' has no attribute 'id_incidence'

tests/arb/portal/test_file_upload_suite.py::test_energy_upload [DIAG] Looking for file: feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data.xlsx) exists=True
PASSEDWarning: Failed to clean table incidences: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table plumes: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table sources: type object 'sources' has no attribute 'id_incidence'
Warning: Failed to clean table scenes: type object 'scenes' has no attribute 'id_incidence'

tests/arb/portal/test_file_upload_suite.py::test_generic_upload [DIAG] Looking for file: feedback_forms/testing_versions/standard/generic_operator_feedback_v002_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/generic_operator_feedback_v002_test_01_good_data.xlsx) exists=True
PASSEDWarning: Failed to clean table incidences: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table plumes: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table sources: type object 'sources' has no attribute 'id_incidence'
Warning: Failed to clean table scenes: type object 'scenes' has no attribute 'id_incidence'

tests/arb/portal/test_file_upload_suite.py::test_dairy_digester_staged_upload [DIAG] Looking for file: feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_01_good_data.xlsx) exists=True
PASSEDWarning: Failed to clean table incidences: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table plumes: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table sources: type object 'sources' has no attribute 'id_incidence'
Warning: Failed to clean table scenes: type object 'scenes' has no attribute 'id_incidence'

tests/arb/portal/test_file_upload_suite.py::test_landfill_staged_upload [DIAG] Looking for file: feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_01_good_data.xlsx) exists=True
PASSEDWarning: Failed to clean table incidences: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table plumes: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table sources: type object 'sources' has no attribute 'id_incidence'
Warning: Failed to clean table scenes: type object 'scenes' has no attribute 'id_incidence'

tests/arb/portal/test_file_upload_suite.py::test_oil_and_gas_staged_upload [DIAG] Looking for file: feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_01_good_data.xlsx) exists=True
PASSEDWarning: Failed to clean table incidences: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table plumes: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table sources: type object 'sources' has no attribute 'id_incidence'
Warning: Failed to clean table scenes: type object 'scenes' has no attribute 'id_incidence'

tests/arb/portal/test_file_upload_suite.py::test_energy_staged_upload [DIAG] Looking for file: feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data.xlsx) exists=True
PASSEDWarning: Failed to clean table incidences: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table plumes: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table sources: type object 'sources' has no attribute 'id_incidence'
Warning: Failed to clean table scenes: type object 'scenes' has no attribute 'id_incidence'

tests/arb/portal/test_file_upload_suite.py::test_generic_staged_upload [DIAG] Looking for file: feedback_forms/testing_versions/standard/generic_operator_feedback_v002_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/generic_operator_feedback_v002_test_01_good_data.xlsx) exists=True
PASSEDWarning: Failed to clean table incidences: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table plumes: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table sources: type object 'sources' has no attribute 'id_incidence'
Warning: Failed to clean table scenes: type object 'scenes' has no attribute 'id_incidence'

tests/arb/portal/test_file_upload_suite.py::test_all_file_uploads [DIAG] Looking for file: feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/landfill_operator_feedback_v071_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/landfill_operator_feedback_v071_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/landfill_operator_feedback_v071_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/landfill_operator_feedback_v071_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/generic_operator_feedback_v002_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/generic_operator_feedback_v002_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/generic_operator_feedback_v002_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/generic_operator_feedback_v002_test_01_good_data.xlsx) exists=True
PASSEDWarning: Failed to clean table incidences: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table plumes: The current Flask app is not registered with this 'SQLAlchemy' instance. Did you forget to call 'init_app', or did you create multiple 'SQLAlchemy' instances?
Warning: Failed to clean table sources: type object 'sources' has no attribute 'id_incidence'
Warning: Failed to clean table scenes: type object 'scenes' has no attribute 'id_incidence'

tests/arb/portal/test_file_upload_suite.py::test_field_level_value_assertions [DIAG] Looking for file: feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/dairy_digester_operator_feedback_v006_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/landfill_operator_feedback_v070_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/landfill_operator_feedback_v071_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/landfill_operator_feedback_v071_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/oil_and_gas_operator_feedback_v070_test_01_good_data.xlsx) exists=True
[DIAG] Looking for file: feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data.xlsx (absolute: /home/tonyh/git_repos/feedback_portal/feedback_forms/testing_versions/standard/energy_operator_feedback_v003_test_01_good_data.xlsx) exists=True
